slice,kind,role,project,agent_type,session_id,start,end,dur_s,turns,raw_turns,tokens,cost_usd,note
003,subagent,subagent:Explore,worker,Explore,agent-a795200c6c5a36927.jsonl,2026-06-19T17:59:22.591000+00:00,2026-06-19T17:59:54.397000+00:00,32,4,9,53376,0.03,Survey worker docs for required reading
003,subagent,subagent:Explore,worker,Explore,agent-ab35c27f079443ed9.jsonl,2026-06-19T16:45:28.438000+00:00,2026-06-19T16:45:53.134000+00:00,25,4,9,49405,0.02,Survey worker docs for required reading
004,manager,manager:root,root,,5514cf63-d14f-4f6b-97b7-ded1eb98cb38,2026-06-20T07:02:56.587000+00:00,2026-06-20T20:37:47.440000+00:00,48891,259,549,66483903,47.90,186/337 mentions -> 004
004,manager,manager:worker,worker,,a9926267-b1aa-414d-bfdd-aeee12d2c5f1,2026-06-20T08:40:41.371000+00:00,2026-06-20T09:37:50.806000+00:00,3429,81,183,24747623,19.45,88/167 mentions -> 004
004,manager,manager:controller,controller,,7c0e7005-c2aa-4b05-a2dc-4cbb2104d6d8,2026-06-20T09:41:11.806000+00:00,2026-06-20T11:16:25.413000+00:00,5714,67,181,10682219,10.42,127/234 mentions -> 004
004,manager,manager:root,root,,a5226210-a192-488e-bd61-c0b626ac9232,2026-07-06T19:06:22.561000+00:00,2026-07-09T18:11:30.057000+00:00,255907,37,93,5814994,9.67,12/60 mentions -> 004
004,subagent,subagent:code-writer,worker,code-writer,agent-a8114a3d9657a4379.jsonl,2026-06-20T09:18:32.647000+00:00,2026-06-20T09:28:45.677000+00:00,613,63,133,7795391,5.07,Code-writer: worker MCP server
004,manager,manager:contracts,contracts,,8ec1861f-81b8-4480-838b-7b3f397ead56,2026-06-20T07:23:33.142000+00:00,2026-06-20T08:10:03.507000+00:00,2790,44,115,4692255,4.91,75/147 mentions -> 004
004,subagent,subagent:code-writer,controller,code-writer,agent-a80f47a973b4cf7ed.jsonl,2026-06-20T10:08:42.850000+00:00,2026-06-20T10:16:20.348000+00:00,457,52,108,5405111,3.56,Code-writer: controller slice 004
004,subagent,subagent:slice-verifier,root,slice-verifier,agent-af6fb68d4f8f0ca13.jsonl,2026-06-20T11:18:52.968000+00:00,2026-06-20T11:26:52.557000+00:00,480,59,129,4679509,3.22,Independently verify slice 004
004,subagent,subagent:code-writer,contracts,code-writer,agent-a1a2ca4fb64209534.jsonl,2026-06-20T07:53:03.340000+00:00,2026-06-20T07:59:14.052000+00:00,371,41,87,3514936,2.40,Implement contracts slice-004
004,manager,manager:bot,bot,,5a81c189-cf43-4b93-b5f7-ed81a3eb2c44,2026-06-20T10:36:33.130000+00:00,2026-06-20T10:51:33.391000+00:00,900,29,73,1969737,2.34,17/18 mentions -> 004
004,subagent,subagent:plan-writer,worker,plan-writer,agent-a56b4a701ad1f2e1e.jsonl,2026-06-20T08:52:15.429000+00:00,2026-06-20T08:59:52.606000+00:00,457,25,65,2154486,1.97,Plan-writer: worker MCP server
004,subagent,subagent:plan-writer,contracts,plan-writer,agent-ab4459efae05ee1ba.jsonl,2026-06-20T07:43:56.423000+00:00,2026-06-20T07:49:24.516000+00:00,328,37,68,2437030,1.81,Revise contracts plan per review
004,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a37a732bb8b7454e2.jsonl,2026-06-20T09:04:24.853000+00:00,2026-06-20T09:09:07.163000+00:00,282,25,61,2180382,1.79,Plan-reviewer: worker MCP server
004,subagent,subagent:code-reviewer,worker,code-reviewer,agent-aaa117a6f6e72d057.jsonl,2026-06-20T09:30:29.580000+00:00,2026-06-20T09:35:02.306000+00:00,273,25,67,2151301,1.78,Code-reviewer: worker MCP server
004,subagent,subagent:plan-writer,worker,plan-writer,agent-a0bd20e5e5a3edbbf.jsonl,2026-06-20T09:09:43.181000+00:00,2026-06-20T09:14:14.973000+00:00,272,29,54,1921324,1.53,Plan-writer: apply review conditions
004,subagent,subagent:plan-writer,controller,plan-writer,agent-ac937e0110a88fcbf.jsonl,2026-06-20T09:49:30.392000+00:00,2026-06-20T09:56:38.734000+00:00,428,14,45,1218962,1.52,Plan-writer: controller slice 004
004,subagent,subagent:code-writer,controller,code-writer,agent-a196fe7e8edf24fa2.jsonl,2026-06-20T10:24:41.367000+00:00,2026-06-20T10:31:38.807000+00:00,417,34,63,1949294,1.49,Code-writer fixes: controller slice 004
004,subagent,subagent:plan-writer,controller,plan-writer,agent-a79bdbb44845b47fc.jsonl,2026-06-20T10:02:06.788000+00:00,2026-06-20T10:06:23.117000+00:00,256,32,67,2036492,1.48,Plan-writer revision: controller slice 004
004,subagent,subagent:plan-reviewer,contracts,plan-reviewer,agent-a7bbff779337eabd6.jsonl,2026-06-20T07:38:43.794000+00:00,2026-06-20T07:43:08.355000+00:00,265,21,60,1643476,1.41,Review contracts slice-004 plan
004,subagent,subagent:code-reviewer,controller,code-reviewer,agent-accef5379d10a2702.jsonl,2026-06-20T10:18:17.342000+00:00,2026-06-20T10:23:26.134000+00:00,309,20,55,1345422,1.27,Code-reviewer: controller slice 004
004,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a02a23046043ccfbf.jsonl,2026-06-20T09:57:49.049000+00:00,2026-06-20T10:01:33.910000+00:00,225,17,49,1267400,1.27,Plan-reviewer: controller slice 004
004,subagent,subagent:plan-writer,contracts,plan-writer,agent-a3e756e8eb5bf7af8.jsonl,2026-06-20T07:32:27.218000+00:00,2026-06-20T07:38:05.716000+00:00,338,17,43,1171684,1.25,Write contracts slice-004 plan
004,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-a5b9f8ca030bac862.jsonl,2026-06-20T08:00:28.106000+00:00,2026-06-20T08:04:35.826000+00:00,248,23,61,1501258,1.23,Review contracts slice-004 implementation
004,manager,manager:root,root,,e65b3efe-af37-4233-9005-08647e44698c,2026-06-22T17:31:27.550000+00:00,2026-06-22T17:41:12.470000+00:00,585,14,32,651185,1.23,2/15 mentions -> 004
004,subagent,subagent:code-writer,bot,code-writer,agent-a74e1565816e53d88.jsonl,2026-06-20T10:42:16.994000+00:00,2026-06-20T10:45:51.578000+00:00,215,32,63,1488101,1.14,Implement agent.notification broadcast
004,subagent,subagent:Explore,root,Explore,agent-acdf99ac9a7460d76.jsonl,2026-07-06T19:07:34.726000+00:00,2026-07-06T19:11:19.206000+00:00,224,11,52,723174,1.06,Map controller/worker/bot session surface
004,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-ac2c91cfa25a5ca60.jsonl,2026-06-20T08:05:53.335000+00:00,2026-06-20T08:08:27.929000+00:00,155,22,46,1071839,0.90,Resolve two minor review findings
004,subagent,subagent:code-reviewer,controller,code-reviewer,agent-af8daef7a1ef7bc7e.jsonl,2026-06-20T10:32:12.852000+00:00,2026-06-20T10:34:48.385000+00:00,156,11,28,725553,0.86,Code-reviewer confirmation: controller slice 004
004,subagent,subagent:plan-reviewer,contracts,plan-reviewer,agent-af13bb21f70ab4c05.jsonl,2026-06-20T07:49:48.015000+00:00,2026-06-20T07:52:25.089000+00:00,157,10,31,671244,0.85,Re-review revised contracts plan
004,subagent,subagent:code-reviewer,controller,code-reviewer,agent-ab683243f7425e697.jsonl,2026-06-20T11:07:07.317000+00:00,2026-06-20T11:12:06.793000+00:00,299,23,43,953551,0.84,Code-reviewer: test-hardening fix
004,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a2aa3961cecbac3f8.jsonl,2026-06-20T09:14:40.906000+00:00,2026-06-20T09:17:39.997000+00:00,179,11,30,709988,0.82,Plan-reviewer: re-review revised plan
004,subagent,subagent:Explore,root,Explore,agent-a2c6189aab0624a8c.jsonl,2026-07-06T19:07:21.676000+00:00,2026-07-06T19:11:19.380000+00:00,238,12,53,550312,0.80,Map kc CLI and config.yaml setup
004,subagent,subagent:code-reviewer,bot,code-reviewer,agent-a17a42a53c154dab7.jsonl,2026-06-20T10:47:21.772000+00:00,2026-06-20T10:50:38.066000+00:00,196,19,44,756210,0.70,Review agent.notification bot change
004,subagent,subagent:code-writer,controller,code-writer,agent-a1db065809641bc22.jsonl,2026-06-20T11:00:19.547000+00:00,2026-06-20T11:04:01.317000+00:00,222,20,42,731722,0.66,Code-writer: harden test_notifications polls
004,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-aefa28d9af0066c7c.jsonl,2026-06-20T10:06:55.047000+00:00,2026-06-20T10:08:03.951000+00:00,69,6,16,284763,0.53,Plan-reviewer confirmation: controller slice 004
004,subagent,subagent:Explore,root,Explore,agent-af729d66f5ea5d20b.jsonl,2026-06-22T17:31:46.820000+00:00,2026-06-22T17:33:10.877000+00:00,84,10,28,309931,0.44,Find default Claude session auto-start
004,subagent,subagent:Explore,root,Explore,agent-a2986be804bbe14ce.jsonl,2026-07-06T19:07:10.497000+00:00,2026-07-06T19:09:44.620000+00:00,154,8,27,250894,0.40,Map session + build-track tooling
004,subagent,subagent:code-writer,controller,code-writer,agent-aa750121c0ea1ad00.jsonl,2026-06-20T11:12:43.573000+00:00,2026-06-20T11:14:12.123000+00:00,89,10,20,300132,0.35,Code-writer: bound _settle gather
004,subagent,subagent:Explore,controller,Explore,agent-a7ee89696af5cff07.jsonl,2026-06-20T09:49:47.875000+00:00,2026-06-20T09:51:53.313000+00:00,125,22,49,670923,0.14,Survey controller docs index
004,subagent,subagent:claude-code-guide,root,claude-code-guide,agent-a3056f2fbb44ab8a2.jsonl,2026-06-20T08:47:30.101000+00:00,2026-06-20T08:47:50.422000+00:00,20,3,6,59639,0.05,Confirm MCP config env-var expansion
004,subagent,subagent:Explore,worker,Explore,agent-a05276d88019d8c44.jsonl,2026-06-20T08:52:31.243000+00:00,2026-06-20T08:53:03.710000+00:00,32,6,13,93456,0.04,Survey worker docs directory
004,subagent,subagent:Explore,contracts,Explore,agent-ac94814cab440ed30.jsonl,2026-06-20T07:32:40.870000+00:00,2026-06-20T07:33:03.616000+00:00,23,5,10,53817,0.02,Survey contracts docs
005,manager,manager:root,root,,11426839-2ad8-4d84-a4a2-3b2e590df0ce,2026-06-20T11:04:31.445000+00:00,2026-06-21T06:51:42.865000+00:00,71231,213,488,53811224,41.41,381/462 mentions -> 005
005,manager,manager:contracts,contracts,,9f644192-9ca1-4b0f-8b0a-1d4d069b389f,2026-06-20T11:11:07.037000+00:00,2026-06-20T11:56:50.376000+00:00,2743,56,162,6818634,7.40,85/141 mentions -> 005
005,manager,manager:bot,bot,,cfadaf5e-7f14-4487-9a47-4ef0a113ca84,2026-06-20T12:59:08.654000+00:00,2026-06-20T13:44:43.100000+00:00,2734,49,124,5685697,6.90,36/54 mentions -> 005
005,manager,manager:worker,worker,,0812c97d-9a7f-4001-8ba3-deda808cd9a4,2026-06-20T11:58:03.408000+00:00,2026-06-20T12:43:21.361000+00:00,2718,44,125,5375871,5.70,63/110 mentions -> 005
005,subagent,subagent:code-writer,worker,code-writer,agent-afcd23c682e7c5e11.jsonl,2026-06-20T12:24:06.034000+00:00,2026-06-20T12:34:27.274000+00:00,621,70,142,9010671,5.60,Implement slice-005 worker change
005,subagent,subagent:code-writer,contracts,code-writer,agent-acad41869e3044e29.jsonl,2026-06-20T11:40:55.575000+00:00,2026-06-20T11:47:35.867000+00:00,400,56,113,5351138,3.55,Implement contracts slice 005
005,manager,manager:controller,controller,,4bba5ffa-4a76-4b2a-938c-eb18f103b5b7,2026-06-20T12:45:03.512000+00:00,2026-06-20T12:58:26.057000+00:00,803,28,78,1851642,2.24,19/30 mentions -> 005
005,subagent,subagent:slice-verifier,root,slice-verifier,agent-ac852d4df11b5f5f4.jsonl,2026-06-20T13:45:45.462000+00:00,2026-06-20T13:51:23.851000+00:00,338,38,74,2409134,1.87,Verify slice 005 verification log
005,subagent,subagent:code-reviewer,worker,code-reviewer,agent-adb4e72336796adfe.jsonl,2026-06-20T12:35:51.805000+00:00,2026-06-20T12:40:33.092000+00:00,281,22,63,2230291,1.86,Review slice-005 worker code
005,subagent,subagent:plan-writer,worker,plan-writer,agent-aa870a36f67542d51.jsonl,2026-06-20T12:10:54.168000+00:00,2026-06-20T12:18:19.499000+00:00,445,18,52,1553229,1.65,Plan slice-005 worker change
005,subagent,subagent:code-reviewer,contracts,code-reviewer,agent-a8c1d8beed3958875.jsonl,2026-06-20T11:50:00.523000+00:00,2026-06-20T11:54:15.165000+00:00,255,24,57,1734881,1.44,Review contracts slice 005 implementation
005,subagent,subagent:plan-writer,contracts,plan-writer,agent-a9470ae3ba0dc4e81.jsonl,2026-06-20T11:33:34.881000+00:00,2026-06-20T11:37:11.459000+00:00,217,27,52,1671111,1.31,Update contracts plan per review
005,subagent,subagent:code-writer,bot,code-writer,agent-a1f3856db1212eece.jsonl,2026-06-20T13:07:09.782000+00:00,2026-06-20T13:10:58.383000+00:00,229,29,55,1669878,1.31,Implement bot setup-section render
005,subagent,subagent:plan-reviewer,worker,plan-reviewer,agent-a0a33e69b17f18ca8.jsonl,2026-06-20T12:19:07.667000+00:00,2026-06-20T12:22:33.567000+00:00,206,14,45,1074549,1.19,Review slice-005 worker plan
005,subagent,subagent:plan-reviewer,contracts,plan-reviewer,agent-ad39be022d6003423.jsonl,2026-06-20T11:29:27.172000+00:00,2026-06-20T11:32:47.175000+00:00,200,15,43,1120953,1.15,Review contracts slice 005 plan
005,subagent,subagent:plan-writer,contracts,plan-writer,agent-ace2e4b3029977dc8.jsonl,2026-06-20T11:22:46.227000+00:00,2026-06-20T11:28:50.141000+00:00,364,11,33,751164,1.10,Plan contracts slice 005
005,subagent,subagent:code-reviewer,bot,code-reviewer,agent-a1e6ec2e8b4e943e3.jsonl,2026-06-20T13:37:54.999000+00:00,2026-06-20T13:42:36.953000+00:00,282,16,35,966218,1.00,Round-3 review of count-bound fix
005,manager,manager:controller,controller,,0f76971a-6bef-4125-a197-d21009f0c711,2026-06-20T21:02:40.095000+00:00,2026-06-20T21:09:05.686000+00:00,386,15,41,743967,0.94,38/38 mentions -> 005
005,subagent,subagent:code-writer,bot,code-writer,agent-a3df88d1a6ea24963.jsonl,2026-06-20T13:34:04.193000+00:00,2026-06-20T13:36:49.968000+00:00,166,20,37,1005508,0.92,Bound setup section by step count
005,subagent,subagent:plan-reviewer,contracts,plan-reviewer,agent-a8befc3b170618de4.jsonl,2026-06-20T11:37:38.830000+00:00,2026-06-20T11:40:03.642000+00:00,145,8,28,522627,0.91,Re-review contracts plan
005,subagent,subagent:code-writer,bot,code-writer,agent-a16fd73af7adb5815.jsonl,2026-06-20T13:18:39.495000+00:00,2026-06-20T13:20:32.920000+00:00,113,12,30,645881,0.71,Fix setup-render budget findings
005,subagent,subagent:code-reviewer,bot,code-reviewer,agent-a1d17b8359fd8439c.jsonl,2026-06-20T13:12:13.513000+00:00,2026-06-20T13:15:07.300000+00:00,174,11,28,567037,0.67,Review bot setup-section render
005,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a830211ee5ad10279.jsonl,2026-06-20T12:53:32.649000+00:00,2026-06-20T12:55:57.860000+00:00,145,11,27,401743,0.63,Review controller setup-status projection
005,subagent,subagent:code-reviewer,bot,code-reviewer,agent-a0e04daed9acfeb1f.jsonl,2026-06-20T13:22:48.432000+00:00,2026-06-20T13:27:43.507000+00:00,295,11,27,495177,0.61,Re-review bot setup-render fixes
005,subagent,subagent:code-writer,controller,code-writer,agent-a004d2239201b1e8f.jsonl,2026-06-20T12:51:02.132000+00:00,2026-06-20T12:52:46.157000+00:00,104,17,33,550430,0.56,Implement controller setup-status projection
005,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a0eed45a076979d79.jsonl,2026-06-20T21:05:35.228000+00:00,2026-06-20T21:08:07.551000+00:00,152,12,30,470640,0.55,Review slice 005 LV-01 controller fix
005,subagent,subagent:code-writer,controller,code-writer,agent-aa02103d8c0055e6e.jsonl,2026-06-20T21:04:05.249000+00:00,2026-06-20T21:05:01.169000+00:00,56,9,19,304999,0.43,Implement slice 005 LV-01 controller fix
005,subagent,subagent:code-writer,bot,code-writer,agent-ab2a0b8a90fec8bc5.jsonl,2026-06-20T13:21:28.511000+00:00,2026-06-20T13:22:08.436000+00:00,40,6,14,229644,0.35,Clamp running command line too
005,subagent,subagent:code-writer,controller,code-writer,agent-adc98f1bdd0157147.jsonl,2026-06-20T12:56:57.367000+00:00,2026-06-20T12:57:34.778000+00:00,37,5,11,141469,0.25,Resolve two minor review findings
005,subagent,subagent:Explore,worker,Explore,agent-a9b8d14fd2aa6595e.jsonl,2026-06-20T12:11:10.119000+00:00,2026-06-20T12:12:04.184000+00:00,54,7,16,119632,0.04,Survey worker docs directory
005,subagent,subagent:Explore,contracts,Explore,agent-aa3de212c52ff2714.jsonl,2026-06-20T11:23:49.145000+00:00,2026-06-20T11:24:16.609000+00:00,27,2,5,33846,0.03,Survey api markdown + Jenkins drift gate
005,subagent,subagent:Explore,contracts,Explore,agent-a3c332691483fee67.jsonl,2026-06-20T11:23:05.758000+00:00,2026-06-20T11:23:23.524000+00:00,18,6,12,67108,0.02,Survey contracts docs directory
006,manager,manager:root,root,,a97fb2a5-9f52-42f9-9d55-18633a412acb,2026-06-20T20:49:52.552000+00:00,2026-06-21T14:40:30.253000+00:00,64238,227,509,53620136,39.80,130/184 mentions -> 006
006,subagent,subagent:code-writer,controller,code-writer,agent-a21f891fe690f20d5.jsonl,2026-06-20T21:40:25.580000+00:00,2026-06-20T21:55:33.949000+00:00,908,108,204,19522381,11.43,Code-writer for slice 006 controller
006,manager,manager:controller,controller,,fa3ece2a-5c8e-4299-b141-321b0b983a0c,2026-06-20T21:00:19.557000+00:00,2026-06-20T22:09:13.039000+00:00,4133,53,145,9960725,9.26,141/220 mentions -> 006
006,manager,manager:bot,bot,,6348699c-e3b1-4df9-8760-1e87d8fd5c7f,2026-06-20T22:11:55.378000+00:00,2026-06-20T22:42:56.964000+00:00,1862,57,134,7440893,6.80,78/113 mentions -> 006
006,manager,manager:root,root,,7c8c60e5-47d3-408c-aa21-b499d21aebe8,2026-06-20T20:18:59.836000+00:00,2026-06-20T20:46:31.640000+00:00,1652,58,151,6770239,6.39,22/58 mentions -> 006
006,manager,manager:controller,controller,,958f1847-927d-4626-a703-956a137d111d,2026-06-21T12:36:19.073000+00:00,2026-06-21T12:55:07.953000+00:00,1129,32,80,2769570,3.83,47/48 mentions -> 006
006,subagent,subagent:code-writer,bot,code-writer,agent-a256e6fd3c5866769.jsonl,2026-06-20T22:31:25.067000+00:00,2026-06-20T22:36:53.634000+00:00,329,46,99,5136588,3.46,Code-writer for slice 006 bot sync
006,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a02434bff27bb173e.jsonl,2026-06-20T21:56:59.407000+00:00,2026-06-20T22:02:36.305000+00:00,337,33,75,3689546,2.74,Code review for slice 006 controller
006,subagent,subagent:plan-writer,controller,plan-writer,agent-a2d95d7ef1c4fb5cf.jsonl,2026-06-20T21:15:31.771000+00:00,2026-06-20T21:24:36.392000+00:00,545,26,72,3073975,2.59,Plan-writer for slice 006 controller
006,manager,manager:controller,controller,,cd6664d6-2dfa-4f8a-ba3f-71360b308839,2026-06-21T11:40:54.101000+00:00,2026-06-21T11:56:59.325000+00:00,965,35,79,2260097,2.56,40/41 mentions -> 006
006,subagent,subagent:plan-reviewer,controller,plan-reviewer,agent-a9cbf54239ea06339.jsonl,2026-06-20T21:26:17.859000+00:00,2026-06-20T21:31:22.604000+00:00,305,24,70,2749584,2.28,Plan-reviewer for slice 006 controller
006,subagent,subagent:plan-writer,controller,plan-writer,agent-a12bb74ab55c1f17d.jsonl,2026-06-20T21:32:23.146000+00:00,2026-06-20T21:36:37.511000+00:00,254,29,62,2350855,1.81,Revise plan per review (slice 006)
006,subagent,subagent:plan-writer,bot,plan-writer,agent-a761c46c77efa1a27.jsonl,2026-06-20T22:19:39.953000+00:00,2026-06-20T22:26:43.157000+00:00,423,11,34,1111620,1.58,Plan-writer for slice 006 bot sync
006,subagent,subagent:slice-verifier,root,slice-verifier,agent-a2faa4de32e12ebf3.jsonl,2026-06-20T22:43:48.073000+00:00,2026-06-20T22:48:33.336000+00:00,285,27,60,1705743,1.52,Independent slice verification
006,subagent,subagent:code-reviewer,bot,code-reviewer,agent-a4c3be2af2f079830.jsonl,2026-06-20T22:38:17.868000+00:00,2026-06-20T22:41:25.716000+00:00,188,17,43,1261434,1.23,Code-reviewer for slice 006 bot sync
006,subagent,subagent:plan-reviewer,bot,plan-reviewer,agent-aa0947bb26292f157.jsonl,2026-06-20T22:27:29.189000+00:00,2026-06-20T22:30:33.621000+00:00,184,11,34,924421,1.19,Plan-reviewer for slice 006 bot sync
006,subagent,subagent:code-writer,controller,code-writer,agent-a2f753eb5dca4afee.jsonl,2026-06-21T12:42:51.444000+00:00,2026-06-21T12:46:16.375000+00:00,205,26,52,1437340,1.18,Implement full-sync restart race fix
006,subagent,subagent:code-reviewer,controller,code-reviewer,agent-a300de981b2ed46ca.jsonl,2026-06-21T12:47:43.137000+00:00,2026-06-21T12:52:28.615000+00:00,285,24,46,1091004,1.10,Review full-sync restart race fix
